Q,A,label
가까이 와봐 라면 끊여쥬껭,어멋,0
누가 내 엉덩이 만졌어,괜찮아 잊혀질꺼야,0
괜찮아 잊혀질꺼야,기분 나쁘다고!,0
기분 나쁘다고!,어쩌라고!,0
내편이 되어줭,나는 항상 니편이야,0
나는 항상 니편이야,진짜?,0
진짜?,그럼 난 항상 진심이야,0
그럼 난 항상 진심이야,고마웡,0
그동안 너무 고마웠어 ,무슨소리야 친구끼리 당연하지,0
무슨소리야 친구끼리 당연하지,그래도 고마운건 고마운거여,0
그래도 고마운건 고마운거여,알겠엉 나도 고마웡,0
알겠엉 나도 고마웡,앞으로도 잘 부탁행,0
약 먹기 싫엉,"약은 아침,점심,저녁 정해진 시간에 잘 먹어야되",0
"약은 아침,점심,저녁 정해진 시간에 잘 먹어야되",왜 ?,0
왜 ?,왜긴 왜야!,0
나하고 싶은 말이 있는데,지금은 좀 바쁜데다음에 하면 안될까?,0
지금은 좀 바쁜데다음에 하면 안될까?,다음에 언제 ?,0
다음에 언제 ?,아무때나내일 하든가,0
아무때나내일 하든가,왜 대화할 상황이 아니야?,0
고기 먹고 싶엉,소? 돼지?,0
소? 돼지?,소!,0
소!,꽃등심 어때?,0
기분 어때 ?,좋앙,0
좋앙,너가 좋음 나도 좋앙,0
너가 좋음 나도 좋앙,넌 정말 좋은 친구야,0
넌 정말 좋은 친구야,나도 그렇게 생각행,0
새로산 귀걸이가 너무 예뻐,우와 귀걸이 예쁘다!,0
우와 귀걸이 예쁘다!,목걸이도 예쁜데 비싸서 같이 못샀어,0
목걸이도 예쁜데 비싸서 같이 못샀어,얼마면 되는뎅,0
얼마면 되는뎅,너 돈 없잔아,0
너 돈 없잔아,없긴! 나도 있어,0
없긴! 나도 있어,퍽이나,0
왜 오늘은 그냥 가 ?,오늘 피곤해서 빨리 자고 싶엉,0
오늘 피곤해서 빨리 자고 싶엉,너무 하는 거 아니야?,0
너무 하는 거 아니야?,응?,0
응?,나는 계속 기다리기만 했다공,0
어딜 가서 일하려구 ? 뭐 단란 주점?,못할 건 뭐 있어 !,0
못할 건 뭐 있어 !,미쳤어!!!,0
미쳤어!!!,왜 소리는 지르고 그래 ,0
왜 소리는 지르고 그래 ,그런말 다시는 하지마,0
너의 이름은 뭐니?,나는 유희야. 너는 이름이 뭐야?,0
나는 유희야. 너는 이름이 뭐야?,나는 지희야.,0
나는 지희야.,반가워 지희야 친하게 지내자,0
너 이름이 뭐야?,나는 유희야. 너는 이름이 뭐야?,0
나는 유희야. 너는 이름이 뭐야?,나는 세종이야.,0
나는 세종이야.,반가워 세종아. 몇살이니?,0
너 몇살이야?,내가 나이가 어딨어. 너는 몇살인데?,0
내가 나이가 어딨어. 너는 몇살인데?,난 26살이야,0
난 26살이야,어서 결혼해야 겠네,0
어서 결혼해야 겠네,아니거든,0
나 술을 너무 많이 마신 것 같에,석잔 마신 거 가지고이렇게 취하나,0
석잔 마신 거 가지고이렇게 취하나,자꾸 권해서 마셨잖아 ,0
자꾸 권해서 마셨잖아 ,안방으로 들어가자고!,0
너  새 공부는 제대로 하고 있는 거야!?,제대로 하고 있거든,0
제대로 하고 있거든,공부 열심히 해!,0
공부 열심히 해!,네알겠습니다.,0
아무튼 너랑 이렇게 있으니까 정말 좋다!!!,나도 좋앙,0
나도 좋앙,진짜?,0
진짜?,그럼 ,0
그럼 우리 소주 한잔씩 더 할까?,내가 따라주께,0
내가 따라주께,아냐 아냐내가 따를게,0
아냐 아냐내가 따를게,아이 좋앙,0
오늘 기분이 어때?,그냥 그래. 너는 어때?,0
그냥 그래. 너는 어때?,나도 그냥 그래.,0
나도 그냥 그래.,재밌는 드라마 뭐 없을까 찾아보자,0
재밌는 드라마 뭐 없을까 찾아보자,드라마 추천해줘,0
드라마 추천해줘,찾아보라고 난 드라마 정보가 없엉,0
영화 추천해줘,영화 정보가 없엉. 인터넷 검색해봥,0
영화 정보가 없엉. 인터넷 검색해봥,드라마 추천해줭,0
드라마 추천해줭,드라마 정보가 없엉. 인터넷 검색해봥,0
비싸다는 기준이 뭐야?,그건 개인 소득과 각자의 기준에 따라 다르지 않을까?,0
그건 개인 소득과 각자의 기준에 따라 다르지 않을까?,너 기준은 뭔데?,0
너 기준은 뭔데?,기준을 세워 두지는 않았엉,0
오늘은 언제 와 ?,그냥 일찍 들어가게,0
그냥 일찍 들어가게,기다릴께. 빨리왕,0
기다릴께. 빨리왕,알겠엉,0
알겠엉,오늘 내가 특별히 준비한 게 있어서 그래 ,0
난 이런 건 처음이라서 ,처음이야?,0
처음이야?,어렸을때 모기장 안에 들어가서 잔 것 빼고는 처음이라,0
어렸을때 모기장 안에 들어가서 잔 것 빼고는 처음이라,모기장?,0
모기장?,응,0
응,곧 익숙해 질거야,0
여기 왜 와 있어?,그러는 너는?,0
그러는 너는?,나나는 약 사러 왔지!,0
나나는 약 사러 왔지!,무슨 약?,0
면회를 가겠다고?,네,0
네,혼자 갈 수 있겠어?,0
혼자 갈 수 있겠어?,그럼 ,0
그럼 ,그래 언제 올 건데?,0
그래 언제 올 건데?,오늘 갔다가 오늘 막차로 올 예정이야,0
너는 어쩜 이렇게 시애비를 부려먹냐?,제가 언제 아버님을 부려 먹었어 . 아버님께 부탁을 드린거 .,0
제가 언제 아버님을 부려 먹었어 . 아버님께 부탁을 드린거 .,그러니까 왜 나한테 부탁을 해애?,0
그러니까 왜 나한테 부탁을 해애?,자랑을 하신건 아버님이시잖아 !,0
자랑을 하신건 아버님이시잖아 !,그렇다고 시애비를 시켜 먹냐?,0
우--와 아 씨설거지 잘 하시는데 .,내가 못하는 거 있는 줄 아십니까? 난 김치도 잘 담궈  ,0
내가 못하는 거 있는 줄 아십니까? 난 김치도 잘 담궈  ,거짓말!,0
거짓말!,내일은 김장합시다. 아무래도 내 실력을 보여줘야 겠어,0
내일은 김장합시다. 아무래도 내 실력을 보여줘야 겠어,하하,0
왜 보러와?,내가 불렀으니까 왔징 .,0
내가 불렀으니까 왔징 .,너가 왜 불러?,0
너가 왜 불러?,친구 만나고 있으니까 불렀지 .,0
친구 만나고 있으니까 불렀지 .,진짜 둘이 만나고 있대?,0
진짜 둘이 만나고 있대?,만나고 있으니까 불렀지 .,0
만나고 있으니까 불렀지 .,확실해?,0
너 대체 무슨 말을 하고 싶어서 이래 ?,아까 보니까 너가 너무 나서서 설레발을 치니까 내가 좀 불안해서 그러지,0
아까 보니까 너가 너무 나서서 설레발을 치니까 내가 좀 불안해서 그러지,너도 같이 대책을 세웠잖아 ,0
너도 같이 대책을 세웠잖아 ,그건 우리들끼리 이야기고,0
니 언니는 뭐 하니?,그냥 방에 있는 것 같던데 .,0
그냥 방에 있는 것 같던데 .,왜 안자고?,0
왜 안자고?,그거야  나도 모르지 ,0
이이게 뭐야 ?,이거 드시고 하시라구 .,0
이거 드시고 하시라구 .,왜 ?,0
왜 ?,왜 가 어딨어 ? 그냥 드시고 하시라구 ,0
왜 가 어딨어 ? 그냥 드시고 하시라구 ,네뭐고 맙습니다. 그럼 잘 먹겠습니다.,0
어머니 보고 싶었어 ,왜 보고 싶어! 다 커서 결혼까지 간 녀석이!,0
왜 보고 싶어! 다 커서 결혼까지 간 녀석이!,그래두 헤헤헤   오늘 여기서 자고 갈까 ?,0
그래두 헤헤헤   오늘 여기서 자고 갈까 ?,어디서 자고 가 방도 없는데!!!,0
하품나와,하품 나올때는 자야되,0
하품 나올때는 자야되,할게 많은데 어떡해 자?,0
할게 많은데 어떡해 자?,빨리 자고 일찍 일어나서 하면되,0
빨리 자고 일찍 일어나서 하면되,그래,0
내가 기가 막혀서 그래 .!!,기가 막히긴 뭐가 기가 막혀그럴수도 있지.,0
기가 막히긴 뭐가 기가 막혀그럴수도 있지.,어떻게 그럴 수가 있어 . 그럴수가! 당신도 한번 생각을 해봐 .,0
어떻게 그럴 수가 있어 . 그럴수가! 당신도 한번 생각을 해봐 .,가서 얼굴이나 한번 뵈주든가?,0
가서 얼굴이나 한번 뵈주든가?,볼 정신이 어딨어 .,0
부럽긴 뭘 부럽냐?,그래도 부럽다고 해 임마! 여기 진짜 시설이 좋아! ,0
그래도 부럽다고 해 임마! 여기 진짜 시설이 좋아! ,내일 장검사 위 내시경 다 끝나고 전화해라. 그때도 니가 그렇게 팔팔한가 좀 보자!,0
내일 장검사 위 내시경 다 끝나고 전화해라. 그때도 니가 그렇게 팔팔한가 좀 보자!,알았어 임마. 내가 전화 한다 전화해!,0
예전처럼 다시 돌아가면 안될까?,어떻게 ,0
어떻게 ,그냥예 예옛날처럼흑 ,0
그냥예 예옛날처럼흑 ,이제  그때의 나는 없어 ,0
커피 마시고 싶어,커피 좋아해?,0
커피 좋아해?,응,0
응,너가 좋으면 나도 좋아,0
아빠랑 싸웠어,어쩌다가 싸웠어?,0
어쩌다가 싸웠어?,그냥 짜증나게 하잔아,1
그냥 짜증나게 하잔아,그렇다고 싸우면 어떡해. ,0
그렇다고 싸우면 어떡해. ,화가 나서 싸웠어,0
화가 나서 싸웠어,조금 진정해봐,0
그래서 이제 어떡할건데?,뭘 ,0
뭘 ,그냥 그렇게 보낼 거야?,0
그냥 그렇게 보낼 거야?,그럼 어떡해 ! 죽어도 내가 싫다는데!,1
내가 그걸 어떻게 알아 . 지가 있고 싶으니까 있었겠지!,바로 그거야! 자기가 있고 싶어서 있었던 거야!,0
바로 그거야! 자기가 있고 싶어서 있었던 거야!,응??,0
응??,좋아서 있었던 거야,2
너 여기서 뭐 하는 거야 임마!,그게 그러니까 ,0
그게 그러니까 ,내가 주는 월급을 공으로 먹겠다는 거야 뭐야?,0
내가 주는 월급을 공으로 먹겠다는 거야 뭐야?,공으로 먹다니?,0
공으로 먹다니?,그럼 지금 몇신데 아직까지 여기서 농땡이야?,0
공부는 언제해 ?,잘 놀다가 무슨 뜬금없는 소리야?,0
잘 놀다가 무슨 뜬금없는 소리야?,이렇게 공부해서 대학 갈 수는 있겠어 ?,0
이렇게 공부해서 대학 갈 수는 있겠어 ?,공부는 집에가서 또 열심히 하면 되잖아?,0
자야지! 늦었잖아!,아빠는 언제 와 ?,0
아빠는 언제 와 ?,오늘 좀 늦으신대! 빨리 자자,0
오늘 좀 늦으신대! 빨리 자자,네,0
소담이 형 너 알아?,그럼그럼 잘 알지. 소담형 너무 잘생겼어.,0
그럼그럼 잘 알지. 소담형 너무 잘생겼어.,너가 어떡해 알아.,0
너가 어떡해 알아.,유튜브에서 봤어. 소담형 너무 좋앙,0
유튜브에서 봤어. 소담형 너무 좋앙,알겠어,0
난 여기서 커피 좀 마시면 안되 ?,안 될 건 없지만 ,0
안 될 건 없지만 ,커피 마셨는데 잠이 왜 오지?,0
커피 마셨는데 잠이 왜 오지?,피곤하면 커피 마셔도 잠이 와,0
피곤하면 커피 마셔도 잠이 와,한숨 잘까봐,0
어때 여기 분위기 좋지?,아주 좋은데!,0
아주 좋은데!,내가 인터넷 뒤져서 찾아 낸 거다!,0
내가 인터넷 뒤져서 찾아 낸 거다!,왜?,0
왜?,너 기분 좋으라고!!!,0
아 너무 피곤하고 스트레스 받아,다 먹고 살려고 하는 일인데 귀찮아도 끼니는 꼭 챙겨 먹엉,0
다 먹고 살려고 하는 일인데 귀찮아도 끼니는 꼭 챙겨 먹엉,고마웡 이제 먹으려고,0
고마웡 이제 먹으려고,응,0
응,뭐 먹을까?,0
뭐 먹을까?,내 사랑,2
"남의 말을 귀담아들어야 한다는 거, 못 배웠어?",배웠어. 그래서 잘 듣고 있어.,0
배웠어. 그래서 잘 듣고 있어.,그럼 내가 방금 무슨 얘기 했는데?,0
그럼 내가 방금 무슨 얘기 했는데?,얘기?,0
얘기?,"거봐, 안들었지! 거짓말하면 못써!",0
"거봐, 안들었지! 거짓말하면 못써!","아, 미안. 잠깐 딴 생각을 좀 하느라.",0
"아, 미안. 잠깐 딴 생각을 좀 하느라.",뭐? 딴 생각?,0
뭐? 딴 생각?,"응, 계속 생각했어, 나로서는 진지하게.",0
"응, 계속 생각했어, 나로서는 진지하게.","어머, 웬일이래?",0
"어머, 웬일이래?",너에 대한 생각.,0
"나에 대한 생각? 뭐야, 뭐야, 사랑 고백? 꺄아, 나 긴장돼!"," 아니라니까. 아, 너 진짜.",0
" 아니라니까. 아, 너 진짜.","응, 응. 말해봐.",0
"응, 응. 말해봐.", 얼마 남지 않은 목숨을 도서실 정리 같은 것에 써도 괜찮아?,0
 얼마 남지 않은 목숨을 도서실 정리 같은 것에 써도 괜찮아?,당연히 괜찮지.,0
당연히 괜찮지.,괜찮지 않은 것 같은데?,0
그래? 그럼 그 밖에 뭘 해야 하는데?,"그야 첫 사랑을 만난다던가 외국에 나가 히치하이킹으로 마지막 죽을 자리를 정한다던가, 아무튼 하고 싶은 게 있을 거 아냐.",2
"그야 첫 사랑을 만난다던가 외국에 나가 히치하이킹으로 마지막 죽을 자리를 정한다던가, 아무튼 하고 싶은 게 있을 거 아냐.","글쎄? 무슨 말을 하려는지 모르는 건 아니지만, 이를테면 너는 죽기 전에 꼭 하고 싶은 일이 있어?",0
"글쎄? 무슨 말을 하려는지 모르는 건 아니지만, 이를테면 너는 죽기 전에 꼭 하고 싶은 일이 있어?"," 없지는 않다, 라고 할까?",0
" 없지는 않다, 라고 할까?",근데 지금 그걸 안 하고 있잖아. 너나 나나 어쩌면 내일 죽을지도 모르는데 말이야. 그런 의미에서 너나 나나 다를 거 없어.,0
근데 지금 그걸 안 하고 있잖아. 너나 나나 어쩌면 내일 죽을지도 모르는데 말이야. 그런 의미에서 너나 나나 다를 거 없어.,그게 대체 무슨 논리야.,0
그게 대체 무슨 논리야.,하루의 가치는 전부 똑같은 거라서 무엇을 했느냐의 차이 같은 걸로 나의 오늘의 가치는 바뀌지 않아. 나는 오늘 즐거웠어.,0
하루의 가치는 전부 똑같은 거라서 무엇을 했느냐의 차이 같은 걸로 나의 오늘의 가치는 바뀌지 않아. 나는 오늘 즐거웠어., 그런가?,0
"  녀석, 내 옆에 네가 있는 걸 보고도 싹 무시하네? 내일 만나서 따끔하게 혼내줘야겠어!","됐어, 아니, 관둬. 난 아무렇지도 않으니까.",0
"됐어, 아니, 관둬. 난 아무렇지도 않으니까.","으이그, 네가 그러니까 친구가 안 생기는 거야.",0
"으이그, 네가 그러니까 친구가 안 생기는 거야.","사실이긴 한데, 전혀 쓸데없는 오지랖이다.",0
"사실이긴 한데, 전혀 쓸데없는 오지랖이다.","에휴, 얘가 이렇다니까.",0
"자, 그럼",조금 전 그 얘기 말인데 ,0
조금 전 그 얘기 말인데 ,응?,0
응?,"굳이 원한다면, 너에게 나의 얼마 남지 않은 인생을 도와줄 기회를 부여해줄까 하는데.",0
"굳이 원한다면, 너에게 나의 얼마 남지 않은 인생을 도와줄 기회를 부여해줄까 하는데.",그건 무슨 뜻이지?,0
그건 무슨 뜻이지?,이번 일에 시간 있어?,0
이번 일에 시간 있어?,"아, 미안. 예쁜 여자친구와 데이트 약속이 있어. ",0
"아, 미안. 예쁜 여자친구와 데이트 약속이 있어. ",거짓말이지 ?,0
거짓말이지 ?,거짓말이면?,0
거짓말이면?,내 일기장에도 꼭 기록해줄게!,0
그 노트 내거야.,"아, 미안.",0
"아, 미안.",근데 병원에는 웬일이야?,0
근데 병원에는 웬일이야?,얼마 전에 맹장수술을 받았어. 그 사후 치료.,0
얼마 전에 맹장수술을 받았어. 그 사후 치료.,아 그렇구나. 나는 췌장 검사를 받으러. 치료 안 받으면 당장 죽으니까.,0
놀랐어? 그 일기 봤지?,사실은 ,0
사실은 ,내가 더 깜짝 놀랐어. 노트 잃어버린 줄 알고 찾으러 왔더니 하필 네가 들고 있지 뭐야.,0
내가 더 깜짝 놀랐어. 노트 잃어버린 줄 알고 찾으러 왔더니 하필 네가 들고 있지 뭐야.,"어떻게 된 거야, 이거?",0
"어떻게 된 거야, 이거?",어떻게 되긴? 내 일기야. 읽어봤으니까 알잖아. 췌장병을 선고받고 쓰기 시작했다는거.,0
어떻게 되긴? 내 일기야. 읽어봤으니까 알잖아. 췌장병을 선고받고 쓰기 시작했다는거.,농담이지?,0
농담이지?,"내가 그렇게 악취미로 보여? 그런 건 블랙조크도 안 돼. 거기 쓴 거, 다 사실이야. 내 췌장이 망가져서 이제 얼마 뒤에 죽는다네 . 네.",0
"내가 그렇게 악취미로 보여? 그런 건 블랙조크도 안 돼. 거기 쓴 거, 다 사실이야. 내 췌장이 망가져서 이제 얼마 뒤에 죽는다네 . 네.","아, 그래?",0
"아, 그래?","헉, 겨우 그거뿐? 뭔가 좀 다른 말, 없어?",0
같은 반 친구에게 이제 곧 죽는다는 말을 들으면 뭐라고 대답해야 하지?,"흠, 나라면 할 말을 잃을 것 같네 ",0
"흠, 나라면 할 말을 잃을 것 같네 ",그렇지. 내가 침묵하지 않은 것 만으로도 높이 평가해주기를 바란다.,0
그렇지. 내가 침묵하지 않은 것 만으로도 높이 평가해주기를 바란다.,"하긴, 그렇다.",0
안녕? 바람 맞으면 어쩌나 했어.,가능성이 없었다고 하면 거짓말일걸?,0
가능성이 없었다고 하면 거짓말일걸?,과정이 어떻든 결과는 좋잖아. 그걸로 됐지.,0
